Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_G
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,17,1
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,17,1
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,..,3
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,11,1
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,..,3
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,15,1
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,15,1
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,..,2
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1054,5,1
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1055,10,1
2015,2,Eixample,5,el Fort Pienc,20,2001,9,1
2015,2,Eixample,5,el Fort Pienc,20,2002,20,1
2015,2,Eixample,5,el Fort Pienc,20,2002,..,3
2015,2,Eixample,5,el Fort Pienc,20,2003,32,1
2015,2,Eixample,5,el Fort Pienc,20,2004,17,1
2015,2,Eixample,5,el Fort Pienc,20,2005,17,1
2015,2,Eixample,5,el Fort Pienc,20,2006,14,1
2015,2,Eixample,5,el Fort Pienc,20,2007,20,1
2015,2,Eixample,5,el Fort Pienc,20,2007,..,3
2015,2,Eixample,5,el Fort Pienc,20,2008,13,1
2015,2,Eixample,5,el Fort Pienc,20,2009,12,1
2015,2,Eixample,5,el Fort Pienc,21,2010,7,1
2015,2,Eixample,5,el Fort Pienc,21,2011,13,1
2015,2,Eixample,5,el Fort Pienc,21,2012,12,1
2015,2,Eixample,5,el Fort Pienc,21,2013,6,1
2015,2,Eixample,5,el Fort Pienc,22,2014,8,1
2015,2,Eixample,5,el Fort Pienc,22,2015,17,1
2015,2,Eixample,5,el Fort Pienc,22,2016,14,1
2015,2,Eixample,5,el Fort Pienc,22,2017,14,1
2015,2,Eixample,5,el Fort Pienc,22,2017,..,2
2015,2,Eixample,5,el Fort Pienc,22,2017,..,3
2015,2,Eixample,5,el Fort Pienc,22,2018,20,1
2015,2,Eixample,5,el Fort Pienc,22,2019,28,1
2015,2,Eixample,5,el Fort Pienc,22,2020,11,1
2015,2,Eixample,6,la Sagrada Família,23,2021,20,1
2015,2,Eixample,6,la Sagrada Família,23,2022,9,1
2015,2,Eixample,6,la Sagrada Família,23,2022,..,3
2015,2,Eixample,6,la Sagrada Família,23,2023,12,1
2015,2,Eixample,6,la Sagrada Família,23,2024,11,1
2015,2,Eixample,6,la Sagrada Família,24,2025,6,1
2015,2,Eixample,6,la Sagrada Família,24,2026,22,1
2015,2,Eixample,6,la Sagrada Família,24,2027,21,1
2015,2,Eixample,6,la Sagrada Família,24,2028,16,1
2015,2,Eixample,6,la Sagrada Família,24,2029,9,1
2015,2,Eixample,6,la Sagrada Família,24,2030,16,1
2015,2,Eixample,6,la Sagrada Família,24,2031,5,1
2015,2,Eixample,6,la Sagrada Família,24,2032,46,1
2015,2,Eixample,6,la Sagrada Família,25,2033,12,1
2015,2,Eixample,6,la Sagrada Família,25,2034,14,1
2015,2,Eixample,6,la Sagrada Família,25,2035,19,1
2015,2,Eixample,6,la Sagrada Família,25,2036,12,1
2015,2,Eixample,6,la Sagrada Família,25,2037,8,1
2015,2,Eixample,6,la Sagrada Família,25,2038,9,1
2015,2,Eixample,6,la Sagrada Família,25,2039,27,1
2015,2,Eixample,6,la Sagrada Família,25,2040,11,1
2015,2,Eixample,6,la Sagrada Família,25,2040,..,3
2015,2,Eixample,6,la Sagrada Família,26,2041,20,1
2015,2,Eixample,6,la Sagrada Família,26,2042,20,1
2015,2,Eixample,6,la Sagrada Família,26,2043,10,1
2015,2,Eixample,6,la Sagrada Família,26,2044,7,1
2015,2,Eixample,6,la Sagrada Família,26,2044,..,2
2015,2,Eixample,6,la Sagrada Família,26,2045,14,1
2015,2,Eixample,6,la Sagrada Família,26,2045,..,3
2015,2,Eixample,6,la Sagrada Família,26,2046,23,1
2015,2,Eixample,6,la Sagrada Família,26,2047,14,1
2015,2,Eixample,6,la Sagrada Família,26,2048,12,1
2015,2,Eixample,6,la Sagrada Família,27,2049,21,1
2015,2,Eixample,6,la Sagrada Família,27,2049,..,3
2015,2,Eixample,6,la Sagrada Família,27,2050,11,1
2015,2,Eixample,6,la Sagrada Família,27,2051,19,1
2015,2,Eixample,6,la Sagrada Família,27,2052,16,1
2015,2,Eixample,6,la Sagrada Família,27,2053,12,1
2015,2,Eixample,6,la Sagrada Família,27,2054,29,1
2015,2,Eixample,6,la Sagrada Família,27,2054,..,3
2015,2,Eixample,7,la Dreta de l'Eixample,28,2055,17,1
2015,2,Eixample,7,la Dreta de l'Eixample,28,2056,26,1
2015,2,Eixample,7,la Dreta de l'Eixample,28,2057,15,1
2015,2,Eixample,7,la Dreta de l'Eixample,28,2058,9,1
2015,2,Eixample,7,la Dreta de l'Eixample,28,2059,22,1
2015,2,Eixample,7,la Dreta de l'Eixample,28,2060,16,1
2015,2,Eixample,7,la Dreta de l'Eixample,29,2061,14,1
2015,2,Eixample,7,la Dreta de l'Eixample,29,2062,14,1
2015,2,Eixample,7,la Dreta de l'Eixample,29,2062,..,2
2015,2,Eixample,7,la Dreta de l'Eixample,29,2063,22,1
2015,2,Eixample,7,la Dreta de l'Eixample,29,2063,..,3
2015,2,Eixample,7,la Dreta de l'Eixample,29,2064,20,1
2015,2,Eixample,7,la Dreta de l'Eixample,29,2065,15,1
2015,2,Eixample,7,la Dreta de l'Eixample,29,2065,..,3
2015,2,Eixample,7,la Dreta de l'Eixample,30,2066,14,1
2015,2,Eixample,7,la Dreta de l'Eixample,30,2066,..,3
2015,2,Eixample,7,la Dreta de l'Eixample,30,2067,11,1
2015,2,Eixample,7,la Dreta de l'Eixample,30,2068,17,1
2015,2,Eixample,7,la Dreta de l'Eixample,30,2069,16,1
2015,2,Eixample,7,la Dreta de l'Eixample,31,2070,19,1
2015,2,Eixample,7,la Dreta de l'Eixample,31,2071,12,1
2015,2,Eixample,7,la Dreta de l'Eixample,31,2072,14,1
2015,2,Eixample,7,la Dreta de l'Eixample,32,2073,25,1
2015,2,Eixample,7,la Dreta de l'Eixample,32,2073,..,3
2015,2,Eixample,7,la Dreta de l'Eixample,32,2074,8,1
2015,2,Eixample,7,la Dreta de l'Eixample,32,2075,12,1
2015,2,Eixample,7,la Dreta de l'Eixample,32,2076,17,1
2015,2,Eixample,7,la Dreta de l'Eixample,33,2077,20,1
2015,2,Eixample,7,la Dreta de l'Eixample,34,2078,23,1
2015,2,Eixample,7,la Dreta de l'Eixample,34,2079,21,1
2015,2,Eixample,7,la Dreta de l'Eixample,35,2080,24,1
2015,2,Eixample,7,la Dreta de l'Eixample,35,2080,..,3
2015,2,Eixample,7,la Dreta de l'Eixample,35,2081,16,1
2015,2,Eixample,7,la Dreta de l'Eixample,35,2081,..,2
2015,2,Eixample,7,la Dreta de l'Eixample,36,2082,12,1
2015,2,Eixample,7,la Dreta de l'Eixample,36,2083,16,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,22,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,12,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,10,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,..,2
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2087,11,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2088,16,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2088,..,2
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2089,19,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2090,11,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2090,..,3
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2091,11,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,19,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,..,3
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,17,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,16,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,18,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,..,3
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2096,25,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2097,13,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,17,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,20,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,..,2
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2100,9,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,38,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,..,2
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,..,3
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,15,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,15,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,..,3
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,11,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,20,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,6,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,19,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,17,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,20,1
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,..,2
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,28,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,20,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,..,3
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,23,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,10,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,24,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,15,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,13,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,10,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,14,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,6,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,13,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,18,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,7,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,20,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,14,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,15,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,..,2
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,22,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,..,2
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,13,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,12,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,14,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,19,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,11,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,5,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,12,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,9,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,16,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,..,3
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,8,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,8,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,..,2
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,15,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,13,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,28,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2140,..,3
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2141,10,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2142,10,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2143,8,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2144,12,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,49,2145,21,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2146,22,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,19,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2147,..,3
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,12,1
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2148,..,3
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,50,2149,16,1
2015,2,Eixample,10,Sant Antoni,51,2150,9,1
2015,2,Eixample,10,Sant Antoni,51,2151,14,1
2015,2,Eixample,10,Sant Antoni,51,2152,13,1
2015,2,Eixample,10,Sant Antoni,51,2153,10,1
2015,2,Eixample,10,Sant Antoni,51,2153,..,2
2015,2,Eixample,10,Sant Antoni,51,2154,8,1
2015,2,Eixample,10,Sant Antoni,51,2155,19,1
2015,2,Eixample,10,Sant Antoni,51,2156,11,1
2015,2,Eixample,10,Sant Antoni,51,2157,10,1
2015,2,Eixample,10,Sant Antoni,52,2158,21,1
2015,2,Eixample,10,Sant Antoni,52,2159,16,1
2015,2,Eixample,10,Sant Antoni,52,2160,18,1
2015,2,Eixample,10,Sant Antoni,52,2161,16,1
2015,2,Eixample,10,Sant Antoni,52,2162,12,1
2015,2,Eixample,10,Sant Antoni,53,2163,14,1
2015,2,Eixample,10,Sant Antoni,53,2164,15,1
2015,2,Eixample,10,Sant Antoni,53,2164,..,3
2015,2,Eixample,10,Sant Antoni,53,2165,19,1
2015,2,Eixample,10,Sant Antoni,54,2166,11,1
2015,2,Eixample,10,Sant Antoni,54,2166,..,2
2015,2,Eixample,10,Sant Antoni,54,2167,25,1
2015,2,Eixample,10,Sant Antoni,54,2168,17,1
2015,2,Eixample,10,Sant Antoni,55,2169,17,1
2015,2,Eixample,10,Sant Antoni,55,2170,15,1
2015,2,Eixample,10,Sant Antoni,55,2171,27,1
2015,2,Eixample,10,Sant Antoni,55,2172,10,1
2015,2,Eixample,10,Sant Antoni,55,2173,11,1
2015,2,Eixample,10,Sant Antoni,55,2173,..,3
2015,3,Sants-Montjuïc,11,el Poble-sec,56,3001,12,1
2015,3,Sants-Montjuïc,11,el Poble-sec,56,3002,12,1
2015,3,Sants-Montjuïc,11,el Poble-sec,56,3003,13,1
2015,3,Sants-Montjuïc,11,el Poble-sec,56,3004,15,1
2015,3,Sants-Montjuïc,11,el Poble-sec,56,3005,14,1
2015,3,Sants-Montjuïc,11,el Poble-sec,56,3006,11,1
2015,3,Sants-Montjuïc,11,el Poble-sec,56,3007,13,1
2015,3,Sants-Montjuïc,11,el Poble-sec,56,3007,..,3
2015,3,Sants-Montjuïc,11,el Poble-sec,56,3008,12,1
2015,3,Sants-Montjuïc,11,el Poble-sec,56,3009,17,1
2015,3,Sants-Montjuïc,11,el Poble-sec,56,3009,..,3
2015,3,Sants-Montjuïc,11,el Poble-sec,57,3010,15,1
2015,3,Sants-Montjuïc,11,el Poble-sec,57,3010,..,2
2015,3,Sants-Montjuïc,11,el Poble-sec,57,3011,14,1
2015,3,Sants-Montjuïc,11,el Poble-sec,57,3012,17,1
2015,3,Sants-Montjuïc,11,el Poble-sec,57,3012,..,2
2015,3,Sants-Montjuïc,11,el Poble-sec,57,3013,20,1
2015,3,Sants-Montjuïc,11,el Poble-sec,57,3013,..,2
2015,3,Sants-Montjuïc,11,el Poble-sec,57,3014,10,1
2015,3,Sants-Montjuïc,11,el Poble-sec,57,3015,26,1
2015,3,Sants-Montjuïc,11,el Poble-sec,57,3016,13,1
2015,3,Sants-Montjuïc,11,el Poble-sec,57,3016,..,3
2015,3,Sants-Montjuïc,11,el Poble-sec,57,3017,14,1
2015,3,Sants-Montjuïc,11,el Poble-sec,58,3018,14,1
2015,3,Sants-Montjuïc,11,el Poble-sec,58,3018,..,2
2015,3,Sants-Montjuïc,11,el Poble-sec,58,3019,14,1
2015,3,Sants-Montjuïc,11,el Poble-sec,58,3020,13,1
2015,3,Sants-Montjuïc,11,el Poble-sec,58,3021,19,1
2015,3,Sants-Montjuïc,11,el Poble-sec,58,3021,..,2
2015,3,Sants-Montjuïc,11,el Poble-sec,58,3022,10,1
2015,3,Sants-Montjuïc,11,el Poble-sec,59,3023,15,1
2015,3,Sants-Montjuïc,11,el Poble-sec,59,3023,..,2
2015,3,Sants-Montjuïc,11,el Poble-sec,59,3023,..,3
2015,3,Sants-Montjuïc,11,el Poble-sec,59,3024,17,1
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60,3025,16,1
2015,3,Sants-Montjuïc,13,la Marina de Port,61,3026,10,1
2015,3,Sants-Montjuïc,13,la Marina de Port,61,3027,14,1
2015,3,Sants-Montjuïc,13,la Marina de Port,61,3028,7,1
2015,3,Sants-Montjuïc,13,la Marina de Port,61,3029,23,1
2015,3,Sants-Montjuïc,13,la Marina de Port,61,3030,18,1
2015,3,Sants-Montjuïc,13,la Marina de Port,62,3031,15,1
2015,3,Sants-Montjuïc,13,la Marina de Port,62,3032,15,1
2015,3,Sants-Montjuïc,13,la Marina de Port,62,3033,15,1
2015,3,Sants-Montjuïc,13,la Marina de Port,62,3034,7,1
2015,3,Sants-Montjuïc,13,la Marina de Port,62,3211,12,1
2015,3,Sants-Montjuïc,13,la Marina de Port,63,3035,21,1
2015,3,Sants-Montjuïc,13,la Marina de Port,63,3035,..,2
2015,3,Sants-Montjuïc,13,la Marina de Port,63,3036,13,1
2015,3,Sants-Montjuïc,13,la Marina de Port,63,3037,7,1
2015,3,Sants-Montjuïc,13,la Marina de Port,63,3212,26,1
2015,3,Sants-Montjuïc,13,la Marina de Port,63,3213,15,1
2015,3,Sants-Montjuïc,13,la Marina de Port,63,3213,..,3
2015,3,Sants-Montjuïc,13,la Marina de Port,64,3038,10,1
2015,3,Sants-Montjuïc,13,la Marina de Port,64,3038,..,3
2015,3,Sants-Montjuïc,13,la Marina de Port,64,3039,22,1
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3040,19,1
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3040,..,3
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3041,13,1
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3041,..,2
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3042,17,1
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3042,..,3
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3043,32,1
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3043,..,3
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3044,15,1
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3044,..,3
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3045,11,1
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,65,3046,11,1
2015,3,Sants-Montjuïc,15,Hostafrancs,66,3047,15,1
2015,3,Sants-Montjuïc,15,Hostafrancs,66,3047,..,2
2015,3,Sants-Montjuïc,15,Hostafrancs,66,3048,14,1
2015,3,Sants-Montjuïc,15,Hostafrancs,66,3049,11,1
2015,3,Sants-Montjuïc,15,Hostafrancs,66,3050,18,1
2015,3,Sants-Montjuïc,15,Hostafrancs,67,3051,17,1
2015,3,Sants-Montjuïc,15,Hostafrancs,67,3051,..,3
2015,3,Sants-Montjuïc,15,Hostafrancs,67,3052,9,1
2015,3,Sants-Montjuïc,15,Hostafrancs,67,3053,15,1
2015,3,Sants-Montjuïc,15,Hostafrancs,67,3054,10,1
2015,3,Sants-Montjuïc,15,Hostafrancs,67,3055,22,1
2015,3,Sants-Montjuïc,15,Hostafrancs,67,3056,8,1
2015,3,Sants-Montjuïc,16,la Bordeta,68,3057,13,1
2015,3,Sants-Montjuïc,16,la Bordeta,68,3057,..,3
2015,3,Sants-Montjuïc,16,la Bordeta,68,3058,43,1
2015,3,Sants-Montjuïc,16,la Bordeta,68,3059,9,1
2015,3,Sants-Montjuïc,16,la Bordeta,68,3059,..,3
2015,3,Sants-Montjuïc,16,la Bordeta,68,3060,9,1
2015,3,Sants-Montjuïc,16,la Bordeta,68,3061,22,1
2015,3,Sants-Montjuïc,16,la Bordeta,69,3062,18,1
2015,3,Sants-Montjuïc,16,la Bordeta,69,3063,16,1
2015,3,Sants-Montjuïc,16,la Bordeta,69,3064,8,1
2015,3,Sants-Montjuïc,16,la Bordeta,69,3065,5,1
2015,3,Sants-Montjuïc,16,la Bordeta,69,3066,13,1
2015,3,Sants-Montjuïc,16,la Bordeta,69,3067,15,1
2015,3,Sants-Montjuïc,16,la Bordeta,69,3068,7,1
2015,3,Sants-Montjuïc,16,la Bordeta,69,3069,11,1
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3070,16,1
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3071,9,1
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3071,..,2
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3072,11,1
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3073,14,1
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3074,18,1
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3074,..,3
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3075,17,1
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3076,9,1
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3077,12,1
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3078,19,1
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3079,14,1
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3079,..,3
2015,3,Sants-Montjuïc,17,Sants - Badal,70,3080,9,1
