"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Seccio_Censal","Index_Gini"
2015,1,"Ciutat Vella",1,"el Raval",1,"36.5"
2015,1,"Ciutat Vella",1,"el Raval",2,"40.4"
2015,1,"Ciutat Vella",1,"el Raval",3,"38.4"
2015,1,"Ciutat Vella",1,"el Raval",4,"40.4"
2015,1,"Ciutat Vella",1,"el Raval",5,"38.6"
2015,1,"Ciutat Vella",1,"el Raval",6,"40.5"
2015,1,"Ciutat Vella",1,"el Raval",7,"40.1"
2015,1,"Ciutat Vella",1,"el Raval",8,"36.1"
2015,1,"Ciutat Vella",1,"el Raval",9,"36.8"
2015,1,"Ciutat Vella",1,"el Raval",10,"35.5"
2015,1,"Ciutat Vella",1,"el Raval",11,"35.3"
2015,1,"Ciutat Vella",1,"el Raval",12,"35.3"
2015,1,"Ciutat Vella",1,"el Raval",13,"33.7"
2015,1,"Ciutat Vella",1,"el Raval",14,"32.4"
2015,1,"Ciutat Vella",1,"el Raval",15,"36.6"
2015,1,"Ciutat Vella",1,"el Raval",16,"29.5"
2015,1,"Ciutat Vella",1,"el Raval",17,"31.4"
2015,1,"Ciutat Vella",1,"el Raval",18,"33.3"
2015,1,"Ciutat Vella",1,"el Raval",19,"36.4"
2015,1,"Ciutat Vella",1,"el Raval",20,"38.0"
2015,1,"Ciutat Vella",1,"el Raval",21,"37.9"
2015,1,"Ciutat Vella",2,"el Gòtic",22,"41.0"
2015,1,"Ciutat Vella",2,"el Gòtic",23,"37.4"
2015,1,"Ciutat Vella",2,"el Gòtic",25,"40.8"
2015,1,"Ciutat Vella",2,"el Gòtic",26,"-"
2015,1,"Ciutat Vella",2,"el Gòtic",27,"40.3"
2015,1,"Ciutat Vella",2,"el Gòtic",28,"39.9"
2015,1,"Ciutat Vella",2,"el Gòtic",29,"43.8"
2015,1,"Ciutat Vella",2,"el Gòtic",30,"41.2"
2015,1,"Ciutat Vella",2,"el Gòtic",31,"44.3"
2015,1,"Ciutat Vella",3,"la Barceloneta",32,"38.1"
2015,1,"Ciutat Vella",3,"la Barceloneta",33,"34.4"
2015,1,"Ciutat Vella",3,"la Barceloneta",34,"36.2"
2015,1,"Ciutat Vella",3,"la Barceloneta",35,"35.3"
2015,1,"Ciutat Vella",3,"la Barceloneta",36,"33.0"
2015,1,"Ciutat Vella",3,"la Barceloneta",37,"33.9"
2015,1,"Ciutat Vella",3,"la Barceloneta",38,"37.7"
2015,1,"Ciutat Vella",3,"la Barceloneta",39,"31.6"
2015,1,"Ciutat Vella",3,"la Barceloneta",40,"37.6"
2015,1,"Ciutat Vella",3,"la Barceloneta",41,"36.2"
2015,1,"Ciutat Vella",3,"la Barceloneta",42,"30.5"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"41.6"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"41.7"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,"41.0"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",46,"38.6"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",47,"38.5"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",48,"38.5"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",49,"39.3"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",50,"40.4"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",51,"38.0"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",52,"41.8"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",53,"38.6"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",54,"39.9"
2015,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",55,"35.8"
2015,2,"Eixample",5,"el Fort Pienc",1,"35.4"
2015,2,"Eixample",5,"el Fort Pienc",2,"38.4"
2015,2,"Eixample",5,"el Fort Pienc",3,"31.3"
2015,2,"Eixample",5,"el Fort Pienc",4,"32.8"
2015,2,"Eixample",5,"el Fort Pienc",5,"33.7"
2015,2,"Eixample",5,"el Fort Pienc",6,"33.4"
2015,2,"Eixample",5,"el Fort Pienc",7,"34.4"
2015,2,"Eixample",5,"el Fort Pienc",8,"34.4"
2015,2,"Eixample",5,"el Fort Pienc",9,"34.8"
2015,2,"Eixample",5,"el Fort Pienc",10,"31.2"
2015,2,"Eixample",5,"el Fort Pienc",11,"31.3"
2015,2,"Eixample",5,"el Fort Pienc",12,"33.9"
2015,2,"Eixample",5,"el Fort Pienc",13,"37.4"
2015,2,"Eixample",5,"el Fort Pienc",14,"33.6"
2015,2,"Eixample",5,"el Fort Pienc",15,"35.8"
2015,2,"Eixample",5,"el Fort Pienc",16,"33.5"
2015,2,"Eixample",5,"el Fort Pienc",17,"33.2"
2015,2,"Eixample",5,"el Fort Pienc",18,"32.7"
2015,2,"Eixample",5,"el Fort Pienc",19,"33.6"
2015,2,"Eixample",5,"el Fort Pienc",20,"35.6"
2015,2,"Eixample",6,"la Sagrada Família",21,"31.1"
2015,2,"Eixample",6,"la Sagrada Família",22,"38.5"
2015,2,"Eixample",6,"la Sagrada Família",23,"30.9"
2015,2,"Eixample",6,"la Sagrada Família",24,"37.1"
2015,2,"Eixample",6,"la Sagrada Família",25,"36.0"
2015,2,"Eixample",6,"la Sagrada Família",26,"36.5"
2015,2,"Eixample",6,"la Sagrada Família",27,"32.6"
2015,2,"Eixample",6,"la Sagrada Família",28,"35.3"
2015,2,"Eixample",6,"la Sagrada Família",29,"30.9"
2015,2,"Eixample",6,"la Sagrada Família",30,"30.8"
2015,2,"Eixample",6,"la Sagrada Família",31,"29.9"
2015,2,"Eixample",6,"la Sagrada Família",32,"32.2"
2015,2,"Eixample",6,"la Sagrada Família",33,"30.6"
2015,2,"Eixample",6,"la Sagrada Família",34,"34.7"
2015,2,"Eixample",6,"la Sagrada Família",35,"35.1"
2015,2,"Eixample",6,"la Sagrada Família",36,"33.8"
2015,2,"Eixample",6,"la Sagrada Família",37,"31.9"
2015,2,"Eixample",6,"la Sagrada Família",38,"32.3"
2015,2,"Eixample",6,"la Sagrada Família",39,"34.8"
2015,2,"Eixample",6,"la Sagrada Família",40,"36.7"
2015,2,"Eixample",6,"la Sagrada Família",41,"33.0"
2015,2,"Eixample",6,"la Sagrada Família",42,"32.2"
2015,2,"Eixample",6,"la Sagrada Família",43,"33.0"
2015,2,"Eixample",6,"la Sagrada Família",44,"35.8"
2015,2,"Eixample",6,"la Sagrada Família",45,"34.7"
2015,2,"Eixample",6,"la Sagrada Família",46,"32.9"
2015,2,"Eixample",6,"la Sagrada Família",47,"34.0"
2015,2,"Eixample",6,"la Sagrada Família",48,"35.2"
2015,2,"Eixample",6,"la Sagrada Família",49,"37.1"
2015,2,"Eixample",6,"la Sagrada Família",50,"34.2"
2015,2,"Eixample",6,"la Sagrada Família",51,"36.4"
2015,2,"Eixample",6,"la Sagrada Família",52,"36.6"
2015,2,"Eixample",6,"la Sagrada Família",53,"37.4"
2015,2,"Eixample",6,"la Sagrada Família",54,"33.4"
2015,2,"Eixample",7,"la Dreta de l'Eixample",55,"36.8"
2015,2,"Eixample",7,"la Dreta de l'Eixample",56,"34.0"
2015,2,"Eixample",7,"la Dreta de l'Eixample",57,"35.4"
2015,2,"Eixample",7,"la Dreta de l'Eixample",58,"33.9"
2015,2,"Eixample",7,"la Dreta de l'Eixample",59,"36.2"
2015,2,"Eixample",7,"la Dreta de l'Eixample",60,"32.8"
2015,2,"Eixample",7,"la Dreta de l'Eixample",61,"35.8"
2015,2,"Eixample",7,"la Dreta de l'Eixample",62,"37.6"
2015,2,"Eixample",7,"la Dreta de l'Eixample",63,"39.4"
2015,2,"Eixample",7,"la Dreta de l'Eixample",64,"36.1"
2015,2,"Eixample",7,"la Dreta de l'Eixample",65,"37.1"
2015,2,"Eixample",7,"la Dreta de l'Eixample",66,"34.6"
2015,2,"Eixample",7,"la Dreta de l'Eixample",67,"35.8"
2015,2,"Eixample",7,"la Dreta de l'Eixample",68,"35.2"
2015,2,"Eixample",7,"la Dreta de l'Eixample",69,"37.7"
2015,2,"Eixample",7,"la Dreta de l'Eixample",70,"39.8"
2015,2,"Eixample",7,"la Dreta de l'Eixample",71,"35.8"
2015,2,"Eixample",7,"la Dreta de l'Eixample",72,"36.7"
2015,2,"Eixample",7,"la Dreta de l'Eixample",73,"36.0"
2015,2,"Eixample",7,"la Dreta de l'Eixample",74,"37.2"
2015,2,"Eixample",7,"la Dreta de l'Eixample",75,"39.9"
2015,2,"Eixample",7,"la Dreta de l'Eixample",76,"41.1"
2015,2,"Eixample",7,"la Dreta de l'Eixample",77,"42.7"
2015,2,"Eixample",7,"la Dreta de l'Eixample",78,"41.8"
2015,2,"Eixample",7,"la Dreta de l'Eixample",79,"44.5"
2015,2,"Eixample",7,"la Dreta de l'Eixample",80,"42.0"
2015,2,"Eixample",7,"la Dreta de l'Eixample",81,"43.4"
2015,2,"Eixample",7,"la Dreta de l'Eixample",82,"41.2"
2015,2,"Eixample",7,"la Dreta de l'Eixample",83,"43.2"
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",84,"39.7"
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",85,"38.3"
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",86,"39.5"
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",87,"36.6"
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",88,"37.3"
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",89,"38.8"
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",90,"39.4"
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",91,"41.3"
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",92,"39.3"
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",93,"36.9"
2015,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",94,"34.7"
