Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,SEXE
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1022,563,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,1036,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1023,913,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,632,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1025,650,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,892,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1026,1232,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,769,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,10,1027,854,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,922,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1028,1016,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,665,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,1029,700,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,1112,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1030,1290,2
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,714,1
2015-01-01,1,Ciutat Vella,2,el Barri Gòtic,12,1031,933,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,893,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1032,913,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,507,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1033,587,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,511,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,13,1034,519,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,654,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1035,674,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,642,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,14,1036,541,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,772,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1037,692,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,714,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1038,778,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,644,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1039,655,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,548,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1040,553,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,710,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1041,757,2
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,942,1
2015-01-01,1,Ciutat Vella,3,la Barceloneta,15,1042,831,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,625,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,665,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,764,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,716,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,1002,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,1014,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,856,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,855,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,968,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,860,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,1068,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,1150,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,758,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,695,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,775,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,845,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,906,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,903,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,1148,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,1261,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,1020,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,984,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1054,663,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1054,674,2
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1055,685,1
2015-01-01,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1055,608,2
2015-01-01,2,Eixample,5,el Fort Pienc,20,2001,679,1
2015-01-01,2,Eixample,5,el Fort Pienc,20,2001,611,2
2015-01-01,2,Eixample,5,el Fort Pienc,20,2002,1031,1
2015-01-01,2,Eixample,5,el Fort Pienc,20,2002,1171,2
2015-01-01,2,Eixample,5,el Fort Pienc,20,2003,724,1
2015-01-01,2,Eixample,5,el Fort Pienc,20,2003,554,2
2015-01-01,2,Eixample,5,el Fort Pienc,20,2004,759,1
2015-01-01,2,Eixample,5,el Fort Pienc,20,2004,733,2
2015-01-01,2,Eixample,5,el Fort Pienc,20,2005,1125,1
2015-01-01,2,Eixample,5,el Fort Pienc,20,2005,983,2
2015-01-01,2,Eixample,5,el Fort Pienc,20,2006,841,1
2015-01-01,2,Eixample,5,el Fort Pienc,20,2006,771,2
2015-01-01,2,Eixample,5,el Fort Pienc,20,2007,708,1
2015-01-01,2,Eixample,5,el Fort Pienc,20,2007,517,2
2015-01-01,2,Eixample,5,el Fort Pienc,20,2008,1011,1
2015-01-01,2,Eixample,5,el Fort Pienc,20,2008,864,2
2015-01-01,2,Eixample,5,el Fort Pienc,20,2009,951,1
2015-01-01,2,Eixample,5,el Fort Pienc,20,2009,801,2
2015-01-01,2,Eixample,5,el Fort Pienc,21,2010,625,1
2015-01-01,2,Eixample,5,el Fort Pienc,21,2010,542,2
2015-01-01,2,Eixample,5,el Fort Pienc,21,2011,563,1
2015-01-01,2,Eixample,5,el Fort Pienc,21,2011,521,2
2015-01-01,2,Eixample,5,el Fort Pienc,21,2012,784,1
2015-01-01,2,Eixample,5,el Fort Pienc,21,2012,774,2
2015-01-01,2,Eixample,5,el Fort Pienc,21,2013,594,1
2015-01-01,2,Eixample,5,el Fort Pienc,21,2013,533,2
2015-01-01,2,Eixample,5,el Fort Pienc,22,2014,675,1
2015-01-01,2,Eixample,5,el Fort Pienc,22,2014,642,2
2015-01-01,2,Eixample,5,el Fort Pienc,22,2015,838,1
2015-01-01,2,Eixample,5,el Fort Pienc,22,2015,721,2
2015-01-01,2,Eixample,5,el Fort Pienc,22,2016,996,1
2015-01-01,2,Eixample,5,el Fort Pienc,22,2016,815,2
2015-01-01,2,Eixample,5,el Fort Pienc,22,2017,1038,1
2015-01-01,2,Eixample,5,el Fort Pienc,22,2017,888,2
2015-01-01,2,Eixample,5,el Fort Pienc,22,2018,989,1
2015-01-01,2,Eixample,5,el Fort Pienc,22,2018,844,2
2015-01-01,2,Eixample,5,el Fort Pienc,22,2019,1037,1
2015-01-01,2,Eixample,5,el Fort Pienc,22,2019,902,2
2015-01-01,2,Eixample,5,el Fort Pienc,22,2020,755,1
2015-01-01,2,Eixample,5,el Fort Pienc,22,2020,638,2
2015-01-01,2,Eixample,6,la Sagrada Família,23,2021,769,1
2015-01-01,2,Eixample,6,la Sagrada Família,23,2021,663,2
2015-01-01,2,Eixample,6,la Sagrada Família,23,2022,651,1
2015-01-01,2,Eixample,6,la Sagrada Família,23,2022,610,2
2015-01-01,2,Eixample,6,la Sagrada Família,23,2023,569,1
2015-01-01,2,Eixample,6,la Sagrada Família,23,2023,525,2
2015-01-01,2,Eixample,6,la Sagrada Família,23,2024,625,1
2015-01-01,2,Eixample,6,la Sagrada Família,23,2024,504,2
2015-01-01,2,Eixample,6,la Sagrada Família,24,2025,629,1
2015-01-01,2,Eixample,6,la Sagrada Família,24,2025,550,2
2015-01-01,2,Eixample,6,la Sagrada Família,24,2026,1159,1
2015-01-01,2,Eixample,6,la Sagrada Família,24,2026,998,2
2015-01-01,2,Eixample,6,la Sagrada Família,24,2027,1092,1
2015-01-01,2,Eixample,6,la Sagrada Família,24,2027,916,2
2015-01-01,2,Eixample,6,la Sagrada Família,24,2028,1126,1
2015-01-01,2,Eixample,6,la Sagrada Família,24,2028,944,2
2015-01-01,2,Eixample,6,la Sagrada Família,24,2029,615,1
2015-01-01,2,Eixample,6,la Sagrada Família,24,2029,530,2
2015-01-01,2,Eixample,6,la Sagrada Família,24,2030,638,1
2015-01-01,2,Eixample,6,la Sagrada Família,24,2030,581,2
2015-01-01,2,Eixample,6,la Sagrada Família,24,2031,565,1
2015-01-01,2,Eixample,6,la Sagrada Família,24,2031,520,2
2015-01-01,2,Eixample,6,la Sagrada Família,24,2032,697,1
2015-01-01,2,Eixample,6,la Sagrada Família,24,2032,488,2
2015-01-01,2,Eixample,6,la Sagrada Família,25,2033,651,1
2015-01-01,2,Eixample,6,la Sagrada Família,25,2033,532,2
2015-01-01,2,Eixample,6,la Sagrada Família,25,2034,632,1
2015-01-01,2,Eixample,6,la Sagrada Família,25,2034,539,2
2015-01-01,2,Eixample,6,la Sagrada Família,25,2035,684,1
2015-01-01,2,Eixample,6,la Sagrada Família,25,2035,581,2
2015-01-01,2,Eixample,6,la Sagrada Família,25,2036,661,1
2015-01-01,2,Eixample,6,la Sagrada Família,25,2036,566,2
2015-01-01,2,Eixample,6,la Sagrada Família,25,2037,624,1
2015-01-01,2,Eixample,6,la Sagrada Família,25,2037,591,2
2015-01-01,2,Eixample,6,la Sagrada Família,25,2038,854,1
2015-01-01,2,Eixample,6,la Sagrada Família,25,2038,742,2
2015-01-01,2,Eixample,6,la Sagrada Família,25,2039,968,1
2015-01-01,2,Eixample,6,la Sagrada Família,25,2039,758,2
2015-01-01,2,Eixample,6,la Sagrada Família,25,2040,880,1
2015-01-01,2,Eixample,6,la Sagrada Família,25,2040,769,2
2015-01-01,2,Eixample,6,la Sagrada Família,26,2041,872,1
2015-01-01,2,Eixample,6,la Sagrada Família,26,2041,710,2
2015-01-01,2,Eixample,6,la Sagrada Família,26,2042,879,1
2015-01-01,2,Eixample,6,la Sagrada Família,26,2042,782,2
2015-01-01,2,Eixample,6,la Sagrada Família,26,2043,773,1
2015-01-01,2,Eixample,6,la Sagrada Família,26,2043,674,2
2015-01-01,2,Eixample,6,la Sagrada Família,26,2044,725,1
2015-01-01,2,Eixample,6,la Sagrada Família,26,2044,549,2
2015-01-01,2,Eixample,6,la Sagrada Família,26,2045,639,1
2015-01-01,2,Eixample,6,la Sagrada Família,26,2045,542,2
2015-01-01,2,Eixample,6,la Sagrada Família,26,2046,1028,1
2015-01-01,2,Eixample,6,la Sagrada Família,26,2046,852,2
2015-01-01,2,Eixample,6,la Sagrada Família,26,2047,1010,1
2015-01-01,2,Eixample,6,la Sagrada Família,26,2047,868,2
2015-01-01,2,Eixample,6,la Sagrada Família,26,2048,667,1
2015-01-01,2,Eixample,6,la Sagrada Família,26,2048,557,2
2015-01-01,2,Eixample,6,la Sagrada Família,27,2049,1113,1
2015-01-01,2,Eixample,6,la Sagrada Família,27,2049,931,2
2015-01-01,2,Eixample,6,la Sagrada Família,27,2050,849,1
2015-01-01,2,Eixample,6,la Sagrada Família,27,2050,710,2
2015-01-01,2,Eixample,6,la Sagrada Família,27,2051,1045,1
2015-01-01,2,Eixample,6,la Sagrada Família,27,2051,855,2
2015-01-01,2,Eixample,6,la Sagrada Família,27,2052,994,1
2015-01-01,2,Eixample,6,la Sagrada Família,27,2052,822,2
2015-01-01,2,Eixample,6,la Sagrada Família,27,2053,974,1
2015-01-01,2,Eixample,6,la Sagrada Família,27,2053,831,2
2015-01-01,2,Eixample,6,la Sagrada Família,27,2054,997,1
2015-01-01,2,Eixample,6,la Sagrada Família,27,2054,850,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,1002,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2055,856,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,868,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2056,636,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,657,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2057,584,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,767,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2058,630,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,908,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2059,787,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,906,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,28,2060,769,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,744,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2061,586,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,836,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2062,715,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,719,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2063,464,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,713,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2064,654,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,1019,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,29,2065,863,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,981,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2066,859,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,907,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2067,752,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,922,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2068,777,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,725,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,30,2069,655,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,734,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2070,624,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,889,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2071,846,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,619,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,31,2072,579,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,855,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2073,786,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,602,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2074,595,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,661,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2075,568,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,876,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,32,2076,782,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,750,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,33,2077,734,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,775,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2078,605,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,662,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,34,2079,577,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,765,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2080,675,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,1141,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,35,2081,956,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,515,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2082,420,2
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,954,1
2015-01-01,2,Eixample,7,la Dreta de l'Eixample,36,2083,752,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,1099,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,893,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,818,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,671,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,785,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,633,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2087,804,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2087,628,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2088,905,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2088,740,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2089,1025,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2089,911,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2090,860,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2090,769,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2091,903,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2091,915,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,888,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,846,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,839,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,833,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,766,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,709,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,801,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,714,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2096,741,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2096,622,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2097,612,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2097,534,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,856,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,665,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,780,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,705,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2100,742,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2100,632,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,1148,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,995,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,771,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,619,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,953,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,794,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,596,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,501,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,1145,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,890,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,746,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,686,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,909,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,737,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,883,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,694,2
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,1075,1
2015-01-01,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,876,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,999,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,874,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,966,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,777,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,716,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,601,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,1050,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,943,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,940,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,758,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,749,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,621,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,568,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,480,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,629,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,548,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,819,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,681,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,705,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,592,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,635,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,553,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,663,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,569,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,593,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,470,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,581,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,547,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,602,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,510,2
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,944,1
2015-01-01,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,748,2
