"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Seccio_Censal","Import_Renda_Bruta_€                "
2016,2,"Eixample",6,"la Sagrada Família",39,18405
2016,2,"Eixample",6,"la Sagrada Família",40,16877
2016,2,"Eixample",6,"la Sagrada Família",41,19746
2016,2,"Eixample",6,"la Sagrada Família",42,23619
2016,2,"Eixample",6,"la Sagrada Família",43,21383
2016,2,"Eixample",6,"la Sagrada Família",44,17481
2016,2,"Eixample",6,"la Sagrada Família",45,20937
2016,2,"Eixample",6,"la Sagrada Família",46,17335
2016,2,"Eixample",6,"la Sagrada Família",47,19236
2016,2,"Eixample",6,"la Sagrada Família",48,18390
2016,2,"Eixample",6,"la Sagrada Família",49,17698
2016,2,"Eixample",6,"la Sagrada Família",50,19063
2016,2,"Eixample",6,"la Sagrada Família",51,18287
2016,2,"Eixample",6,"la Sagrada Família",52,19304
2016,2,"Eixample",6,"la Sagrada Família",53,21493
2016,2,"Eixample",6,"la Sagrada Família",54,20980
2016,2,"Eixample",7,"la Dreta de l'Eixample",55,21484
2016,2,"Eixample",7,"la Dreta de l'Eixample",56,23163
2016,2,"Eixample",7,"la Dreta de l'Eixample",57,27739
2016,2,"Eixample",7,"la Dreta de l'Eixample",58,24862
2016,2,"Eixample",7,"la Dreta de l'Eixample",59,26485
2016,2,"Eixample",7,"la Dreta de l'Eixample",60,23512
2016,2,"Eixample",7,"la Dreta de l'Eixample",61,20327
2016,2,"Eixample",7,"la Dreta de l'Eixample",62,24551
2016,2,"Eixample",7,"la Dreta de l'Eixample",63,35575
2016,2,"Eixample",7,"la Dreta de l'Eixample",64,28840
2016,2,"Eixample",7,"la Dreta de l'Eixample",65,23495
2016,2,"Eixample",7,"la Dreta de l'Eixample",66,23813
2016,2,"Eixample",7,"la Dreta de l'Eixample",67,20077
2016,2,"Eixample",7,"la Dreta de l'Eixample",68,20997
2016,2,"Eixample",7,"la Dreta de l'Eixample",69,24777
2016,2,"Eixample",7,"la Dreta de l'Eixample",70,24864
2016,2,"Eixample",7,"la Dreta de l'Eixample",71,27693
2016,2,"Eixample",7,"la Dreta de l'Eixample",72,30546
2016,2,"Eixample",7,"la Dreta de l'Eixample",73,29154
2016,2,"Eixample",7,"la Dreta de l'Eixample",74,29283
2016,2,"Eixample",7,"la Dreta de l'Eixample",75,24303
2016,2,"Eixample",7,"la Dreta de l'Eixample",76,28636
2016,2,"Eixample",7,"la Dreta de l'Eixample",77,27561
2016,2,"Eixample",7,"la Dreta de l'Eixample",78,34218
2016,2,"Eixample",7,"la Dreta de l'Eixample",79,38958
2016,2,"Eixample",7,"la Dreta de l'Eixample",80,35736
2016,2,"Eixample",7,"la Dreta de l'Eixample",81,32432
2016,2,"Eixample",7,"la Dreta de l'Eixample",82,27390
2016,2,"Eixample",7,"la Dreta de l'Eixample",83,38044
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",84,24878
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",85,26614
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",86,26009
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",87,24147
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",88,26090
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",89,23462
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",90,22094
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",91,22526
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",92,22034
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",93,23277
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",94,25249
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",95,23214
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",96,21335
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",97,19622
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",98,21127
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",99,25337
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",100,23722
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",101,21811
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",102,26129
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",103,19218
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",104,25725
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",105,20353
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",106,26864
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",107,27522
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",108,28022
2016,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",109,28608
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",110,21459
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",111,23405
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",112,28051
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",113,27702
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",114,22245
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",115,19354
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",116,27748
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",117,23517
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",118,25250
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",119,22777
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",120,21809
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",121,23073
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",122,29598
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",123,21049
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",124,24705
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",125,22446
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",126,23303
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",127,20857
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",128,20133
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",129,22095
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",130,32480
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",131,20016
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",132,19936
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",133,22383
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",134,20278
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",135,18346
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",136,23512
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",137,18997
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",138,22568
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",139,18691
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",140,20366
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",141,19495
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",142,17107
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",143,20396
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",144,22151
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",145,19820
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",146,22072
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",147,18328
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",148,21176
2016,2,"Eixample",9,"la Nova Esquerra de l'Eixample",149,19525
2016,2,"Eixample",10,"Sant Antoni",150,17656
2016,2,"Eixample",10,"Sant Antoni",151,20880
2016,2,"Eixample",10,"Sant Antoni",152,23042
2016,2,"Eixample",10,"Sant Antoni",153,20361
2016,2,"Eixample",10,"Sant Antoni",154,16731
2016,2,"Eixample",10,"Sant Antoni",155,17487
2016,2,"Eixample",10,"Sant Antoni",156,19331
2016,2,"Eixample",10,"Sant Antoni",157,18551
2016,2,"Eixample",10,"Sant Antoni",158,20228
2016,2,"Eixample",10,"Sant Antoni",159,19810
2016,2,"Eixample",10,"Sant Antoni",160,21800
2016,2,"Eixample",10,"Sant Antoni",161,19007
2016,2,"Eixample",10,"Sant Antoni",162,17434
2016,2,"Eixample",10,"Sant Antoni",163,21542
2016,2,"Eixample",10,"Sant Antoni",164,21612
2016,2,"Eixample",10,"Sant Antoni",165,20507
2016,2,"Eixample",10,"Sant Antoni",166,18754
2016,2,"Eixample",10,"Sant Antoni",167,20112
2016,2,"Eixample",10,"Sant Antoni",168,19217
2016,2,"Eixample",10,"Sant Antoni",169,17940
2016,2,"Eixample",10,"Sant Antoni",170,18402
2016,2,"Eixample",10,"Sant Antoni",171,16728
2016,2,"Eixample",10,"Sant Antoni",172,15924
2016,2,"Eixample",10,"Sant Antoni",173,18965
2016,3,"Sants-Montjuïc",11,"el Poble Sec",1,15468
2016,3,"Sants-Montjuïc",11,"el Poble Sec",2,13351
2016,3,"Sants-Montjuïc",11,"el Poble Sec",3,12420
2016,3,"Sants-Montjuïc",11,"el Poble Sec",4,15753
2016,3,"Sants-Montjuïc",11,"el Poble Sec",5,14172
2016,3,"Sants-Montjuïc",11,"el Poble Sec",6,12977
2016,3,"Sants-Montjuïc",11,"el Poble Sec",7,13825
2016,3,"Sants-Montjuïc",11,"el Poble Sec",8,13552
2016,3,"Sants-Montjuïc",11,"el Poble Sec",9,14562
2016,3,"Sants-Montjuïc",11,"el Poble Sec",10,12571
2016,3,"Sants-Montjuïc",11,"el Poble Sec",11,10717
2016,3,"Sants-Montjuïc",11,"el Poble Sec",12,13537
2016,3,"Sants-Montjuïc",11,"el Poble Sec",13,12017
2016,3,"Sants-Montjuïc",11,"el Poble Sec",14,11491
2016,3,"Sants-Montjuïc",11,"el Poble Sec",15,12497
2016,3,"Sants-Montjuïc",11,"el Poble Sec",16,11464
2016,3,"Sants-Montjuïc",11,"el Poble Sec",17,12116
2016,3,"Sants-Montjuïc",11,"el Poble Sec",18,13004
2016,3,"Sants-Montjuïc",11,"el Poble Sec",19,13010
2016,3,"Sants-Montjuïc",11,"el Poble Sec",20,16344
2016,3,"Sants-Montjuïc",11,"el Poble Sec",21,16409
2016,3,"Sants-Montjuïc",11,"el Poble Sec",22,14889
2016,3,"Sants-Montjuïc",11,"el Poble Sec",23,12671
2016,3,"Sants-Montjuïc",11,"el Poble Sec",24,13891
2016,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",25,10647
2016,3,"Sants-Montjuïc",13,"la Marina de Port",26,15238
2016,3,"Sants-Montjuïc",13,"la Marina de Port",27,15184
2016,3,"Sants-Montjuïc",13,"la Marina de Port",28,18928
2016,3,"Sants-Montjuïc",13,"la Marina de Port",29,12721
2016,3,"Sants-Montjuïc",13,"la Marina de Port",30,14626
2016,3,"Sants-Montjuïc",13,"la Marina de Port",31,13559
2016,3,"Sants-Montjuïc",13,"la Marina de Port",32,12464
2016,3,"Sants-Montjuïc",13,"la Marina de Port",33,10341
2016,3,"Sants-Montjuïc",13,"la Marina de Port",34,14563
2016,3,"Sants-Montjuïc",13,"la Marina de Port",35,14983
2016,3,"Sants-Montjuïc",13,"la Marina de Port",36,17387
2016,3,"Sants-Montjuïc",13,"la Marina de Port",37,15462
2016,3,"Sants-Montjuïc",13,"la Marina de Port",38,9844
2016,3,"Sants-Montjuïc",13,"la Marina de Port",39,10687
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla",40,19372
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla",41,15502
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla",42,15365
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla",43,16786
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla",44,15163
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla",45,17418
2016,3,"Sants-Montjuïc",14,"la Font de la Guatlla",46,21508
2016,3,"Sants-Montjuïc",15,"Hostafrancs",47,15499
2016,3,"Sants-Montjuïc",15,"Hostafrancs",48,20168
2016,3,"Sants-Montjuïc",15,"Hostafrancs",49,17503
2016,3,"Sants-Montjuïc",15,"Hostafrancs",50,17670
2016,3,"Sants-Montjuïc",15,"Hostafrancs",51,14451
2016,3,"Sants-Montjuïc",15,"Hostafrancs",52,14499
2016,3,"Sants-Montjuïc",15,"Hostafrancs",53,15071
2016,3,"Sants-Montjuïc",15,"Hostafrancs",54,17597
2016,3,"Sants-Montjuïc",15,"Hostafrancs",55,16850
2016,3,"Sants-Montjuïc",15,"Hostafrancs",56,16980
2016,3,"Sants-Montjuïc",16,"la Bordeta",57,15613
2016,3,"Sants-Montjuïc",16,"la Bordeta",58,19858
2016,3,"Sants-Montjuïc",16,"la Bordeta",59,14732
2016,3,"Sants-Montjuïc",16,"la Bordeta",60,18039
2016,3,"Sants-Montjuïc",16,"la Bordeta",61,15322
2016,3,"Sants-Montjuïc",16,"la Bordeta",62,15975
2016,3,"Sants-Montjuïc",16,"la Bordeta",63,15127
2016,3,"Sants-Montjuïc",16,"la Bordeta",64,17358
2016,3,"Sants-Montjuïc",16,"la Bordeta",65,17455
2016,3,"Sants-Montjuïc",16,"la Bordeta",66,16210
2016,3,"Sants-Montjuïc",16,"la Bordeta",67,16902
2016,3,"Sants-Montjuïc",16,"la Bordeta",68,15297
2016,3,"Sants-Montjuïc",16,"la Bordeta",69,18051
2016,3,"Sants-Montjuïc",17,"Sants - Badal",70,14364
2016,3,"Sants-Montjuïc",17,"Sants - Badal",71,13475
2016,3,"Sants-Montjuïc",17,"Sants - Badal",72,14151
2016,3,"Sants-Montjuïc",17,"Sants - Badal",73,16547
2016,3,"Sants-Montjuïc",17,"Sants - Badal",74,15973
2016,3,"Sants-Montjuïc",17,"Sants - Badal",75,15485
2016,3,"Sants-Montjuïc",17,"Sants - Badal",76,15317
2016,3,"Sants-Montjuïc",17,"Sants - Badal",77,15412
2016,3,"Sants-Montjuïc",17,"Sants - Badal",78,15788
2016,3,"Sants-Montjuïc",17,"Sants - Badal",79,13519
2016,3,"Sants-Montjuïc",17,"Sants - Badal",80,16664
2016,3,"Sants-Montjuïc",17,"Sants - Badal",81,17650
2016,3,"Sants-Montjuïc",17,"Sants - Badal",82,19853
2016,3,"Sants-Montjuïc",17,"Sants - Badal",83,18836
2016,3,"Sants-Montjuïc",17,"Sants - Badal",84,18153
2016,3,"Sants-Montjuïc",17,"Sants - Badal",85,17098
2016,3,"Sants-Montjuïc",18,"Sants",86,25969
2016,3,"Sants-Montjuïc",18,"Sants",87,22002
2016,3,"Sants-Montjuïc",18,"Sants",88,17399
2016,3,"Sants-Montjuïc",18,"Sants",89,20630
2016,3,"Sants-Montjuïc",18,"Sants",90,22885
2016,3,"Sants-Montjuïc",18,"Sants",91,19351
2016,3,"Sants-Montjuïc",18,"Sants",92,17825
2016,3,"Sants-Montjuïc",18,"Sants",93,19065
2016,3,"Sants-Montjuïc",18,"Sants",94,19804
2016,3,"Sants-Montjuïc",18,"Sants",95,16762
2016,3,"Sants-Montjuïc",18,"Sants",96,15646
2016,3,"Sants-Montjuïc",18,"Sants",97,11503
2016,3,"Sants-Montjuïc",18,"Sants",98,14734
2016,3,"Sants-Montjuïc",18,"Sants",99,17211
2016,3,"Sants-Montjuïc",18,"Sants",100,16477
2016,3,"Sants-Montjuïc",18,"Sants",101,14997
2016,3,"Sants-Montjuïc",18,"Sants",102,17556
2016,3,"Sants-Montjuïc",18,"Sants",103,17199
2016,3,"Sants-Montjuïc",18,"Sants",104,15422
2016,3,"Sants-Montjuïc",18,"Sants",105,16070
2016,3,"Sants-Montjuïc",18,"Sants",106,16537
2016,3,"Sants-Montjuïc",18,"Sants",107,19683
2016,3,"Sants-Montjuïc",18,"Sants",108,16570
2016,3,"Sants-Montjuïc",18,"Sants",109,17441
2016,3,"Sants-Montjuïc",18,"Sants",110,18359
2016,3,"Sants-Montjuïc",18,"Sants",111,17534
2016,3,"Sants-Montjuïc",18,"Sants",112,21986
2016,3,"Sants-Montjuïc",18,"Sants",113,25148
2016,3,"Sants-Montjuïc",18,"Sants",114,22966
2016,3,"Sants-Montjuïc",13,"la Marina de Port",211,15041
2016,3,"Sants-Montjuïc",13,"la Marina de Port",212,13936
2016,3,"Sants-Montjuïc",13,"la Marina de Port",213,10881
2016,4,"Les Corts",19,"les Corts",1,22160
2016,4,"Les Corts",19,"les Corts",2,25883
2016,4,"Les Corts",19,"les Corts",3,23982
2016,4,"Les Corts",19,"les Corts",4,22368
2016,4,"Les Corts",19,"les Corts",5,21329
2016,4,"Les Corts",19,"les Corts",6,21465
2016,4,"Les Corts",19,"les Corts",7,18190
2016,4,"Les Corts",19,"les Corts",8,20081
2016,4,"Les Corts",19,"les Corts",9,22133
2016,4,"Les Corts",19,"les Corts",10,26281
2016,4,"Les Corts",19,"les Corts",11,26454
2016,4,"Les Corts",19,"les Corts",12,23370
2016,4,"Les Corts",19,"les Corts",13,26948
2016,4,"Les Corts",19,"les Corts",14,26979
2016,4,"Les Corts",19,"les Corts",15,25245
2016,4,"Les Corts",19,"les Corts",16,25059
2016,4,"Les Corts",19,"les Corts",17,28516
2016,4,"Les Corts",19,"les Corts",18,27902
2016,4,"Les Corts",19,"les Corts",19,34038
2016,4,"Les Corts",19,"les Corts",20,26113
2016,4,"Les Corts",19,"les Corts",21,32922
2016,4,"Les Corts",19,"les Corts",22,26043
2016,4,"Les Corts",19,"les Corts",23,42003
2016,4,"Les Corts",19,"les Corts",24,42003
2016,4,"Les Corts",19,"les Corts",25,24300
2016,4,"Les Corts",19,"les Corts",26,25378
2016,4,"Les Corts",19,"les Corts",27,25845
2016,4,"Les Corts",19,"les Corts",28,23584
2016,4,"Les Corts",19,"les Corts",29,29413
2016,4,"Les Corts",19,"les Corts",30,27776
2016,4,"Les Corts",19,"les Corts",31,19170
2016,4,"Les Corts",19,"les Corts",32,22083
2016,4,"Les Corts",19,"les Corts",33,20846
2016,4,"Les Corts",19,"les Corts",34,28524
2016,4,"Les Corts",19,"les Corts",35,25779
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",36,19295
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",37,21798
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",38,22197
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",39,20961
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",40,15925
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",41,16652
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",42,17374
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",43,26895
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",44,19660
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",45,18593
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",46,31098
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",47,23437
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",48,26061
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",49,34731
2016,4,"Les Corts",21,"Pedralbes",50,42003
2016,4,"Les Corts",21,"Pedralbes",51,26805
2016,4,"Les Corts",21,"Pedralbes",52,42003
2016,4,"Les Corts",21,"Pedralbes",53,29789
2016,4,"Les Corts",21,"Pedralbes",54,40028
2016,4,"Les Corts",21,"Pedralbes",55,42003
2016,4,"Les Corts",21,"Pedralbes",56,42003
2016,4,"Les Corts",20,"la Maternitat i Sant Ramon",84,30541
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",1,16052
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",2,31555
2016,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",3,29474
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",4,42003
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",5,37173
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",6,42003
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",7,35437
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",8,38195
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",9,30239
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",10,26440
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",11,28875
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",12,25803
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",13,30118
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",14,31587
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",15,29280
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",16,23666
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",17,42003
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",18,28316
2016,5,"Sarrià-Sant Gervasi",23,"Sarrià",19,37972
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",20,33537
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",21,42003
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",22,40884
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",23,25001
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",24,42003
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",25,42003
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",26,42003
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",27,42003
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",28,42003
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",29,42003
2016,5,"Sarrià-Sant Gervasi",24,"les Tres Torres",30,42003
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",31,42003
2016,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",32,42003
