"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Seccio_Censal","Index_Gini"
2016,1,"Ciutat Vella",1,"el Raval",1,"34.1"
2016,1,"Ciutat Vella",1,"el Raval",2,"38.1"
2016,1,"Ciutat Vella",1,"el Raval",3,"38.2"
2016,1,"Ciutat Vella",1,"el Raval",4,"40.0"
2016,1,"Ciutat Vella",1,"el Raval",5,"39.5"
2016,1,"Ciutat Vella",1,"el Raval",6,"41.5"
2016,1,"Ciutat Vella",1,"el Raval",7,"39.8"
2016,1,"Ciutat Vella",1,"el Raval",8,"35.8"
2016,1,"Ciutat Vella",1,"el Raval",9,"38.7"
2016,1,"Ciutat Vella",1,"el Raval",10,"33.7"
2016,1,"Ciutat Vella",1,"el Raval",11,"36.3"
2016,1,"Ciutat Vella",1,"el Raval",12,"34.5"
2016,1,"Ciutat Vella",1,"el Raval",13,"33.8"
2016,1,"Ciutat Vella",1,"el Raval",14,"32.9"
2016,1,"Ciutat Vella",1,"el Raval",15,"35.4"
2016,1,"Ciutat Vella",1,"el Raval",16,"30.7"
2016,1,"Ciutat Vella",1,"el Raval",17,"31.7"
2016,1,"Ciutat Vella",1,"el Raval",18,"32.5"
2016,1,"Ciutat Vella",1,"el Raval",19,"36.4"
2016,1,"Ciutat Vella",1,"el Raval",20,"38.8"
2016,1,"Ciutat Vella",1,"el Raval",21,"39.1"
2016,1,"Ciutat Vella",2,"el Gòtic",22,"43.9"
2016,1,"Ciutat Vella",2,"el Gòtic",23,"39.8"
2016,1,"Ciutat Vella",2,"el Gòtic",25,"40.4"
2016,1,"Ciutat Vella",2,"el Gòtic",26,"46.5"
2016,1,"Ciutat Vella",2,"el Gòtic",27,"41.4"
2016,1,"Ciutat Vella",2,"el Gòtic",28,"40.7"
2016,1,"Ciutat Vella",2,"el Gòtic",29,"44.5"
2016,1,"Ciutat Vella",2,"el Gòtic",30,"40.6"
2016,1,"Ciutat Vella",2,"el Gòtic",31,"44.0"
2016,1,"Ciutat Vella",3,"la Barceloneta",32,"37.3"
2016,1,"Ciutat Vella",3,"la Barceloneta",33,"34.4"
2016,1,"Ciutat Vella",3,"la Barceloneta",34,"37.0"
2016,1,"Ciutat Vella",3,"la Barceloneta",35,"34.7"
2016,1,"Ciutat Vella",3,"la Barceloneta",36,"36.8"
2016,1,"Ciutat Vella",3,"la Barceloneta",37,"33.3"
2016,1,"Ciutat Vella",3,"la Barceloneta",38,"37.7"
2016,1,"Ciutat Vella",3,"la Barceloneta",39,"31.7"
2016,1,"Ciutat Vella",3,"la Barceloneta",40,"36.8"
2016,1,"Ciutat Vella",3,"la Barceloneta",41,"37.0"
2016,1,"Ciutat Vella",3,"la Barceloneta",42,"30.8"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"39.5"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"44.8"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,"40.8"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",46,"39.5"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",47,"37.1"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",48,"40.8"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",49,"40.4"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",50,"41.4"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",51,"38.4"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",52,"43.9"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",53,"38.1"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",54,"39.1"
2016,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",55,"37.3"
2016,2,"Eixample",5,"el Fort Pienc",1,"36.6"
2016,2,"Eixample",5,"el Fort Pienc",2,"35.9"
2016,2,"Eixample",5,"el Fort Pienc",3,"33.0"
2016,2,"Eixample",5,"el Fort Pienc",4,"34.9"
2016,2,"Eixample",5,"el Fort Pienc",5,"33.9"
2016,2,"Eixample",5,"el Fort Pienc",6,"35.4"
2016,2,"Eixample",5,"el Fort Pienc",7,"33.2"
2016,2,"Eixample",5,"el Fort Pienc",8,"34.1"
2016,2,"Eixample",5,"el Fort Pienc",9,"35.4"
2016,2,"Eixample",5,"el Fort Pienc",10,"31.8"
2016,2,"Eixample",5,"el Fort Pienc",11,"31.2"
2016,2,"Eixample",5,"el Fort Pienc",12,"34.4"
2016,2,"Eixample",5,"el Fort Pienc",13,"36.8"
2016,2,"Eixample",5,"el Fort Pienc",14,"32.1"
2016,2,"Eixample",5,"el Fort Pienc",15,"38.0"
2016,2,"Eixample",5,"el Fort Pienc",16,"34.8"
2016,2,"Eixample",5,"el Fort Pienc",17,"34.9"
2016,2,"Eixample",5,"el Fort Pienc",18,"32.6"
2016,2,"Eixample",5,"el Fort Pienc",19,"33.5"
2016,2,"Eixample",5,"el Fort Pienc",20,"35.7"
2016,2,"Eixample",6,"la Sagrada Família",21,"32.2"
2016,2,"Eixample",6,"la Sagrada Família",22,"36.6"
2016,2,"Eixample",6,"la Sagrada Família",23,"31.3"
2016,2,"Eixample",6,"la Sagrada Família",24,"37.0"
2016,2,"Eixample",6,"la Sagrada Família",25,"36.8"
2016,2,"Eixample",6,"la Sagrada Família",26,"36.8"
2016,2,"Eixample",6,"la Sagrada Família",27,"33.1"
