"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Seccio_Censal","Import_Renda_Bruta_€                "
2017,1,"Ciutat Vella",1,"el Raval",1,12664
2017,1,"Ciutat Vella",1,"el Raval",2,9477
2017,1,"Ciutat Vella",1,"el Raval",3,9477
2017,1,"Ciutat Vella",1,"el Raval",4,12352
2017,1,"Ciutat Vella",1,"el Raval",5,9446
2017,1,"Ciutat Vella",1,"el Raval",6,11447
2017,1,"Ciutat Vella",1,"el Raval",7,10524
2017,1,"Ciutat Vella",1,"el Raval",8,7983
2017,1,"Ciutat Vella",1,"el Raval",9,9876
2017,1,"Ciutat Vella",1,"el Raval",10,8948
2017,1,"Ciutat Vella",1,"el Raval",11,8269
2017,1,"Ciutat Vella",1,"el Raval",12,10975
2017,1,"Ciutat Vella",1,"el Raval",13,11603
2017,1,"Ciutat Vella",1,"el Raval",14,10760
2017,1,"Ciutat Vella",1,"el Raval",15,10460
2017,1,"Ciutat Vella",1,"el Raval",16,10031
2017,1,"Ciutat Vella",1,"el Raval",17,9686
2017,1,"Ciutat Vella",1,"el Raval",18,10064
2017,1,"Ciutat Vella",1,"el Raval",19,9749
2017,1,"Ciutat Vella",1,"el Raval",20,17560
2017,1,"Ciutat Vella",1,"el Raval",21,16164
2017,1,"Ciutat Vella",2,"el Gòtic",22,20732
2017,1,"Ciutat Vella",2,"el Gòtic",23,17257
2017,1,"Ciutat Vella",2,"el Gòtic",25,16070
2017,1,"Ciutat Vella",2,"el Gòtic",26,14688
2017,1,"Ciutat Vella",2,"el Gòtic",27,15530
2017,1,"Ciutat Vella",2,"el Gòtic",28,14619
2017,1,"Ciutat Vella",2,"el Gòtic",29,12782
2017,1,"Ciutat Vella",2,"el Gòtic",30,12548
2017,1,"Ciutat Vella",2,"el Gòtic",31,13928
2017,1,"Ciutat Vella",3,"la Barceloneta",32,16138
2017,1,"Ciutat Vella",3,"la Barceloneta",33,12973
2017,1,"Ciutat Vella",3,"la Barceloneta",34,13368
2017,1,"Ciutat Vella",3,"la Barceloneta",35,12469
2017,1,"Ciutat Vella",3,"la Barceloneta",36,13846
2017,1,"Ciutat Vella",3,"la Barceloneta",37,13442
2017,1,"Ciutat Vella",3,"la Barceloneta",38,13217
2017,1,"Ciutat Vella",3,"la Barceloneta",39,14428
2017,1,"Ciutat Vella",3,"la Barceloneta",40,14776
2017,1,"Ciutat Vella",3,"la Barceloneta",41,12852
2017,1,"Ciutat Vella",3,"la Barceloneta",42,14632
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,19964
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,20045
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,15959
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",46,14973
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",47,13983
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",48,11256
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",49,14776
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",50,14899
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",51,12277
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",52,21627
2017,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",53,14018
