"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Seccio_Censal","Index_Gini"
2019,1,"Ciutat Vella",1,"el Raval",1,"35.6"
2019,1,"Ciutat Vella",1,"el Raval",2,"38.2"
2019,1,"Ciutat Vella",1,"el Raval",3,"36.8"
2019,1,"Ciutat Vella",1,"el Raval",4,"37.1"
2019,1,"Ciutat Vella",1,"el Raval",5,"37.1"
2019,1,"Ciutat Vella",1,"el Raval",6,"38.7"
2019,1,"Ciutat Vella",1,"el Raval",7,"36.6"
2019,1,"Ciutat Vella",1,"el Raval",8,"33.8"
2019,1,"Ciutat Vella",1,"el Raval",9,"36.3"
2019,1,"Ciutat Vella",1,"el Raval",10,"35.5"
2019,1,"Ciutat Vella",1,"el Raval",11,"33.8"
2019,1,"Ciutat Vella",1,"el Raval",12,"33.9"
2019,1,"Ciutat Vella",1,"el Raval",13,"32.7"
2019,1,"Ciutat Vella",1,"el Raval",14,"30.4"
2019,1,"Ciutat Vella",1,"el Raval",15,"34.3"
2019,1,"Ciutat Vella",1,"el Raval",16,"29.3"
2019,1,"Ciutat Vella",1,"el Raval",17,"31.3"
2019,1,"Ciutat Vella",1,"el Raval",18,"32.7"
2019,1,"Ciutat Vella",1,"el Raval",19,"35.6"
2019,1,"Ciutat Vella",1,"el Raval",20,"35.8"
2019,1,"Ciutat Vella",1,"el Raval",21,"37.2"
2019,1,"Ciutat Vella",2,"el Gòtic",22,"39.2"
2019,1,"Ciutat Vella",2,"el Gòtic",23,"37.8"
2019,1,"Ciutat Vella",2,"el Gòtic",25,"42.5"
2019,1,"Ciutat Vella",2,"el Gòtic",26,"39.6"
2019,1,"Ciutat Vella",2,"el Gòtic",27,"38.3"
2019,1,"Ciutat Vella",2,"el Gòtic",28,"38.9"
2019,1,"Ciutat Vella",2,"el Gòtic",29,"39.1"
2019,1,"Ciutat Vella",2,"el Gòtic",30,"39.1"
2019,1,"Ciutat Vella",2,"el Gòtic",31,"42.3"
2019,1,"Ciutat Vella",3,"la Barceloneta",32,"35.2"
2019,1,"Ciutat Vella",3,"la Barceloneta",33,"31.5"
2019,1,"Ciutat Vella",3,"la Barceloneta",34,"33.0"
2019,1,"Ciutat Vella",3,"la Barceloneta",35,"34.0"
2019,1,"Ciutat Vella",3,"la Barceloneta",36,"32.3"
2019,1,"Ciutat Vella",3,"la Barceloneta",37,"32.0"
2019,1,"Ciutat Vella",3,"la Barceloneta",38,"35.7"
2019,1,"Ciutat Vella",3,"la Barceloneta",39,"32.5"
2019,1,"Ciutat Vella",3,"la Barceloneta",40,"35.2"
2019,1,"Ciutat Vella",3,"la Barceloneta",41,"33.4"
2019,1,"Ciutat Vella",3,"la Barceloneta",42,"32.2"
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",43,"38.7"
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",44,"42.7"
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",45,"36.8"
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",46,"35.4"
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",47,"37.8"
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",48,"37.0"
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",49,"36.8"
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",50,"36.1"
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",51,"34.4"
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",52,"41.1"
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",53,"36.3"
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",54,"36.6"
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",55,"37.8"
2019,2,"Eixample",5,"el Fort Pienc",1,"34.0"
2019,2,"Eixample",5,"el Fort Pienc",2,"33.6"
2019,2,"Eixample",5,"el Fort Pienc",3,"30.2"
2019,2,"Eixample",5,"el Fort Pienc",4,"33.0"
2019,2,"Eixample",5,"el Fort Pienc",5,"31.6"
2019,2,"Eixample",5,"el Fort Pienc",6,"33.8"
2019,2,"Eixample",5,"el Fort Pienc",7,"33.6"
2019,2,"Eixample",5,"el Fort Pienc",8,"31.9"
2019,2,"Eixample",5,"el Fort Pienc",9,"35.3"
2019,2,"Eixample",5,"el Fort Pienc",10,"32.2"
2019,2,"Eixample",5,"el Fort Pienc",11,"30.3"
2019,2,"Eixample",5,"el Fort Pienc",12,"32.8"
2019,2,"Eixample",5,"el Fort Pienc",13,"35.0"
2019,2,"Eixample",5,"el Fort Pienc",14,"31.0"
2019,2,"Eixample",5,"el Fort Pienc",15,"33.6"
2019,2,"Eixample",5,"el Fort Pienc",16,"31.8"
2019,2,"Eixample",5,"el Fort Pienc",17,"32.7"
2019,2,"Eixample",5,"el Fort Pienc",18,"32.9"
2019,2,"Eixample",5,"el Fort Pienc",19,"32.9"
2019,2,"Eixample",5,"el Fort Pienc",20,"34.1"
2019,2,"Eixample",6,"la Sagrada Família",21,"32.6"
2019,2,"Eixample",6,"la Sagrada Família",22,"38.0"
2019,2,"Eixample",6,"la Sagrada Família",23,"28.7"
2019,2,"Eixample",6,"la Sagrada Família",24,"36.1"
2019,2,"Eixample",6,"la Sagrada Família",25,"35.2"
2019,2,"Eixample",6,"la Sagrada Família",26,"36.3"
2019,2,"Eixample",6,"la Sagrada Família",27,"32.9"
2019,2,"Eixample",6,"la Sagrada Família",28,"35.3"
2019,2,"Eixample",6,"la Sagrada Família",29,"32.4"
2019,2,"Eixample",6,"la Sagrada Família",30,"30.6"
2019,2,"Eixample",6,"la Sagrada Família",31,"30.7"
2019,2,"Eixample",6,"la Sagrada Família",32,"32.0"
2019,2,"Eixample",6,"la Sagrada Família",33,"28.0"
2019,2,"Eixample",6,"la Sagrada Família",34,"32.4"
2019,2,"Eixample",6,"la Sagrada Família",35,"33.6"
2019,2,"Eixample",6,"la Sagrada Família",36,"29.8"
2019,2,"Eixample",6,"la Sagrada Família",37,"29.8"
2019,2,"Eixample",6,"la Sagrada Família",38,"32.4"
2019,2,"Eixample",6,"la Sagrada Família",39,"33.4"
2019,2,"Eixample",6,"la Sagrada Família",40,"33.4"
2019,2,"Eixample",6,"la Sagrada Família",41,"32.2"
2019,2,"Eixample",6,"la Sagrada Família",42,"29.4"
2019,2,"Eixample",6,"la Sagrada Família",43,"32.8"
2019,2,"Eixample",6,"la Sagrada Família",44,"34.4"
2019,2,"Eixample",6,"la Sagrada Família",45,"37.2"
2019,2,"Eixample",6,"la Sagrada Família",46,"31.7"
2019,2,"Eixample",6,"la Sagrada Família",47,"36.6"
2019,2,"Eixample",6,"la Sagrada Família",48,"35.8"
2019,2,"Eixample",6,"la Sagrada Família",49,"39.1"
2019,2,"Eixample",6,"la Sagrada Família",50,"34.3"
2019,2,"Eixample",6,"la Sagrada Família",51,"36.1"
2019,2,"Eixample",6,"la Sagrada Família",52,"34.3"
2019,2,"Eixample",6,"la Sagrada Família",53,"37.5"
2019,2,"Eixample",6,"la Sagrada Família",54,"32.8"
2019,2,"Eixample",7,"la Dreta de l'Eixample",55,"33.7"
2019,2,"Eixample",7,"la Dreta de l'Eixample",56,"34.0"
2019,2,"Eixample",7,"la Dreta de l'Eixample",57,"34.2"
2019,2,"Eixample",7,"la Dreta de l'Eixample",58,"32.2"
2019,2,"Eixample",7,"la Dreta de l'Eixample",59,"38.6"
2019,2,"Eixample",7,"la Dreta de l'Eixample",60,"34.2"
2019,2,"Eixample",7,"la Dreta de l'Eixample",61,"36.7"
2019,2,"Eixample",7,"la Dreta de l'Eixample",62,"37.6"
2019,2,"Eixample",7,"la Dreta de l'Eixample",63,"41.0"
2019,2,"Eixample",7,"la Dreta de l'Eixample",64,"34.7"
2019,2,"Eixample",7,"la Dreta de l'Eixample",65,"37.0"
2019,2,"Eixample",7,"la Dreta de l'Eixample",66,"31.9"
2019,2,"Eixample",7,"la Dreta de l'Eixample",67,"32.5"
2019,2,"Eixample",7,"la Dreta de l'Eixample",68,"33.7"
2019,2,"Eixample",7,"la Dreta de l'Eixample",69,"36.7"
2019,2,"Eixample",7,"la Dreta de l'Eixample",70,"39.2"
2019,2,"Eixample",7,"la Dreta de l'Eixample",71,"35.4"
2019,2,"Eixample",7,"la Dreta de l'Eixample",72,"36.0"
2019,2,"Eixample",7,"la Dreta de l'Eixample",73,"36.0"
2019,2,"Eixample",7,"la Dreta de l'Eixample",74,"40.2"
2019,2,"Eixample",7,"la Dreta de l'Eixample",75,"36.2"
2019,2,"Eixample",7,"la Dreta de l'Eixample",76,"39.8"
2019,2,"Eixample",7,"la Dreta de l'Eixample",77,"41.4"
2019,2,"Eixample",7,"la Dreta de l'Eixample",78,"45.2"
2019,2,"Eixample",7,"la Dreta de l'Eixample",79,"45.0"
2019,2,"Eixample",7,"la Dreta de l'Eixample",80,"40.8"
2019,2,"Eixample",7,"la Dreta de l'Eixample",81,"41.6"
2019,2,"Eixample",7,"la Dreta de l'Eixample",82,"38.8"
2019,2,"Eixample",7,"la Dreta de l'Eixample",83,"44.2"
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",84,"38.2"
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",85,"37.0"
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",86,"38.1"
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",87,"36.7"
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",88,"38.1"
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",89,"36.9"
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",90,"37.2"
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",91,"39.6"
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",92,"38.9"
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",93,"36.3"
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",94,"34.1"
